Ticker,Name,Exchange,Sector,Industry,SCTR,Universe,Close,Volume
ELVN,Enliven Therapeutics Inc.,NASD,Health Care,Biotechnology,99.7,sml,20.885,219137
EMD,Western Asset Emerging Markets Debt Fund Inc.,NYSE,,,66.4,sml,9.120,99721
EMO,Clearbridge Energy MLP Opportunity Fund Inc.,NYSE,,,71.2,sml,29.740,50380
ENFN,Enfusion Inc.,NYSE,Technology,Software,41.7,sml,10.800,108513
EOI,Eaton Vance Enhanced Equity Income Fund,NYSE,,,65.0,sml,15.682,65167
EOLS,Evolus Inc.,NASD,Health Care,Pharmaceuticals,49.1,sml,9.090,183609
EQBK,"Equity Bancshares, Inc.",NASD,Financial,Banks,49.0,sml,30.140,79172
ERAS,Erasca Inc.,NASD,Health Care,Pharmaceuticals,10.1,sml,3.570,444290
ESPR,"Esperion Therapeutics, Inc.",NASD,Health Care,Biotechnology,36.9,sml,6.160,1503063
ESQ,"Esquire Financial Holdings, Inc.",NASD,Financial,Banks,86.9,sml,46.285,6086
ETB,Eaton Vance Tax Managed Buy-Write Income Fund,NYSE,,,41.1,sml,13.230,119777
ETD,Ethan Allen Interiors Inc.,NYSE,Consumer Discretionary,Furnishings,88.3,sml,29.680,128678
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,NYSE,,,44.1,sml,7.780,125044
ETNB,89bio Inc.,NASD,Health Care,Biotechnology,99.5,sml,13.580,466781
ETO,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,NYSE,,,50.5,sml,21.875,20527
EUSB,Shares ESG Advanced Total USD Bond Market ETF,AMEX,,,,,42.275,26048
EVC,Entravision Communications Corp.,NYSE,Communication Services,Entertainment,88.6,sml,6.610,176104
EVER,EverQuote Inc.,NASD,Communication Services,Internet,89.7,sml,13.960,1784030
EVGO,EVgo Inc.,NASD,Technology,Renewable Energy Equipment,27.8,sml,6.060,1023732
EVLV,"Evolv Technologies Holdings, Inc.",NASD,,,47.3,sml,2.790,332064
EVN,"Eaton Vance Municipal, Inc.",NYSE,Financial,Asset Managers,42.5,sml,10.030,45019
EVTL,Vertical Aerospace Ltd.,NYSE,,,0.5,mid,2.025,442952
EWTX,Edgewise Therapeutics Inc.,NASD,Health Care,Biotechnology,43.7,sml,9.640,66850
EXAI,Exscientia Ltd.,NASD,Health Care,Biotechnology,24.1,sml,6.490,87869
EXFY,Expensify Inc.,NASD,Technology,Software,11.6,sml,8.500,186494
EXK,Endeavour Silver Corp.,NYSE,Materials,Nonferrous Metals,34.6,sml,2.928,1736133
EZPW,"EZCORP, Inc.",NASD,Financial,Consumer Finance,63.1,sml,8.865,255396
FANH,Fanhua Inc.,NASD,Financial,Full Line Insurance,89.3,sml,7.720,22393
FARO,"FARO Technologies, Inc.",NASD,Technology,Electronic Equipment,32.5,sml,27.360,56399
FATE,"Fate Therapeutics, Inc.",NASD,Health Care,Biotechnology,0.1,mid,6.165,2052436
FAX,Aberdeen Asia-Pacific Income Fund Inc.,AMEX,,,63.1,sml,2.741,633861
FC,Franklin Covey Co.,NYSE,Industrial,Business Support Services,67.3,sml,47.750,41313
FCBC,First Community Bancshares Inc.,NASD,Financial,Banks,57.1,sml,31.680,5847
FDMT,4D Molecular Therapeutics Inc.,NASD,Health Care,Biotechnology,97.5,sml,19.220,126048
FDUS,Fidus Investment Corp.,NASD,Financial,Asset Managers,79.7,sml,20.870,63460
FEI,First Trust MLP and Energy Income Fund,NYSE,,,59.7,sml,8.000,47624
FF,FutureFuel Corp.,NYSE,Materials,Specialty Chemicals,83.0,sml,8.840,86699
FFA,First Trust Enhanced Equity Income Fund,NYSE,,,64.7,sml,16.680,85138
FFC,F&C Claymore Preferred Securities Income Fund,NYSE,,,46.9,sml,15.969,93161
FFIC,Flushing Financial Corp.,NASD,Financial,Banks,53.6,sml,19.580,45851
FFIE,Faraday Future Intelligent Electric Inc.,NASD,Industrial,Commercial Vehicles,5.4,sml,0.532,32280807
FIP,FTAI Infrastructure Inc.,NASD,Industrial,Diversified Industrials,,,3.135,194162
FISI,"Financial Institutions, Inc.",NASD,Financial,Banks,60.1,sml,25.100,21751
FITBI,Fifth Third Bancorp,NASD,Financial,Banks,62.2,sml,25.150,57596
FLIC,First of Long Island Corp.,NASD,Financial,Banks,44.8,sml,17.020,99669
FLL,"Full House Resorts, Inc.",NASD,Consumer Discretionary,Gambling,93.3,sml,9.770,42518
FLWS,"1-800 FLOWERS.COM, Inc.",NASD,Consumer Discretionary,Specialty Retailers,65.7,sml,9.970,254120
FMAO,"Farmers & Merchants Bancorp, Inc.",NASD,Financial,Banks,41.4,sml,26.340,12586
FMBH,"First Mid Bancshares, Inc.",NASD,Financial,Banks,42.3,sml,31.290,16166
FMNB,Farmers National Banc Corp.,NASD,Financial,Banks,65.6,sml,14.340,82076
FNKO,"Funko, Inc.",NASD,Consumer Discretionary,Clothing & Accessories,16.7,sml,10.885,443181
FNLC,"First Bancorp, Inc.",NASD,Financial,Banks,64.1,sml,29.530,1644
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",NYSE,,,66.8,sml,11.387,32472
FOR,Forestar Group Inc.,NYSE,Real Estate,Real Estate Development,70.0,sml,14.330,137902
FORR,"Forrester Research, Inc.",NASD,Technology,Computer Services,30.2,sml,33.090,51962
FPAC,Far Peak Acquisition Corp.,NYSE,,,71.3,sml,10.190,2653072
FPI,Farmland Partners Inc.,NYSE,Real Estate,Specialty REITs,23.9,sml,10.695,464347
FRA,Blackrock Floating Rate Income Strategies Fund Inc.,NYSE,,,71.9,sml,11.990,73855
FRGE,Forge Global Holdings Inc.,NYSE,Financial,Investment Services,12.4,sml,1.810,159636
FRPH,"FRP Holdings, Inc.",NASD,Industrial,Trucking,53.5,sml,55.595,7806
FSBC,Five Star Bancorp,NASD,Financial,Banks,73.2,sml,27.355,13789
FSD,First Trust High Income Long/Short Fund,NYSE,,,62.1,sml,11.631,103062
FTCI,FTC Solar Inc.,NASD,Technology,Renewable Energy Equipment,41.8,sml,3.110,1233377
FUBO,fuboTV Inc.,NYSE,Communication Services,Entertainment,9.2,sml,1.940,12097589
FULC,Fulcrum Therapeutics Inc.,NASD,Health Care,Biotechnology,12.8,sml,6.195,990225
FWAC,Fifth Wall Acquisition Corp.,NASD,,,68.4,sml,10.140,3405
GAIN,Gladstone Investment Corp.,NASD,Financial,Asset Managers,73.4,sml,14.090,131733
GAMB,Gambling.com Group Ltd.,NASD,Consumer Discretionary,Gambling,83.2,sml,9.830,6651
GBAB,Guggenheim Taxable Municipal Managed Duration Trust,NYSE,,,59.5,sml,17.085,38499
GBLI,Global Indemnity plc.,NYSE,Financial,Property-Casualty Insurance,85.1,sml,29.225,4561
GCBC,"Greene County Bancorp, Inc.",NASD,Financial,Banks,78.3,sml,56.300,10961
GCI,"Gannett Co., Inc.",NYSE,Communication Services,Publishing,91.3,sml,2.990,743524
GCMG,"GCM Grosvenor Management, LLC",NASD,Financial,Asset Managers,67.1,sml,8.300,416088
GCO,"Genesco, Inc.",NYSE,Consumer Discretionary,Apparel Retailers,32.6,sml,45.085,58862
GEVO,Gevo Inc.,NASD,Materials,Specialty Chemicals,20.3,sml,1.870,2659999
GFAI,Guardforce AI Co Ltd.,NASD,Industrial,Business Support Services,,,7.735,42362
GGN,Gabelli Global Gold Natural Resources And Income Trust,AMEX,,,67.9,sml,3.590,457391
GHI,Greystone Housing Impact Investors LP,NYSE,Financial,Mortgage Finance,50.9,sml,17.690,60442
GHLD,Guild Holdings Co,NYSE,Financial,Mortgage Finance,88.1,sml,12.325,2398
GHRS,GH Research Plc,NASD,Health Care,Pharmaceuticals,24.2,sml,9.490,66340
GHSI,"Guardion Health Sciences, Inc.",NASD,Health Care,Medical Equipment,,,6.660,4490
GHY,"Prudential Global Short Duration High Yield Fund, Inc.",NYSE,,,68.7,sml,11.590,72400
GIII,"G-III Apparel Group, Ltd.",NASD,Consumer Discretionary,Clothing & Accessories,37.0,sml,16.670,302584
GILT,Gilat Satellite Networks Ltd.,NASD,Technology,Telecom Equipment,48.9,sml,5.860,66762
GIM,"Templeton Global Income Fund, Inc.",NYSE,,,50.2,sml,4.240,254518
GLAD,Gladstone Capital Corp.,NASD,Financial,Asset Managers,68.3,sml,10.130,94416
GLBL,Cartesian Growth Corp.,NASD,,,,,9.080,19449
GLDD,Great Lakes Dredge & Dock Corp.,NASD,Industrial,Heavy Construction,16.2,sml,5.755,469506
GLOP,GasLog Partners LP,NYSE,Industrial,Marine Transportation,93.9,sml,9.080,241260
GLRE,"Greenlight Capital Re, Ltd.",NASD,Financial,Reinsurance,79.8,sml,9.240,17334
GMRE,Global Medical REIT Inc.,NYSE,Real Estate,Specialty REITs,45.3,sml,10.140,255738
GNE,Genie Energy Ltd.,NYSE,Utilities,Multiutilities,83.7,sml,11.545,28765
GNTY,"Guaranty Bancshares, Inc.",NASD,Financial,Banks,41.0,sml,31.430,9032
GOL,Gol Linhas Aereas Inteligentes SA,NYSE,Industrial,Airlines,11.2,sml,2.180,616237
GOOD,Gladstone Commercial Corp.,NASD,Real Estate,Diversified REITs,21.1,sml,13.700,351065
GOTU,GSX Techedu Inc.,NYSE,Technology,Software,95.3,sml,3.420,3784204
GPACU,Global Partner Acquisition Corp.,NASD,,,73.5,sml,10.400,1000
GPMT,Granite Point Mortgage Trust Inc.,NYSE,Real Estate,Residential REITs,26.6,sml,6.035,433858
GPRK,GeoPark Ltd.,NYSE,Energy,Exploration & Production,43.6,sml,12.920,90120
GRC,Gorman-Rupp Co.,NYSE,Industrial,Industrial Machinery,72.1,sml,27.960,54092
GROY,Gold Royalty Corp.,AMEX,Materials,Gold Mining,27.8,sml,2.160,222024
GRVY,Gravity Co. Ltd.,NASD,Consumer Discretionary,Toys,82.4,sml,53.750,9666
GSBC,"Great Southern Bancorp, Inc.",NASD,Financial,Banks,61.9,sml,58.450,5283
GSL,"Global Ship Lease, Inc.",NYSE,Industrial,Transportation Services,85.6,sml,19.440,291669
GTE,"Gran Tierra Energy, Inc.",AMEX,Energy,Exploration & Production,,,0.843,2126067
GTX,Garrett Motion Inc.,NASD,Industrial,Industrial Suppliers,71.3,sml,7.745,104811
GUT,Gabelli Utility Trust,NYSE,,,38.1,sml,6.750,233526
GWRS,Global Water Resources Inc.,NASD,Utilities,Water,49.1,sml,13.255,6754
HA,"Hawaiian Holdings, Inc.",NASD,Industrial,Airlines,30.5,sml,11.205,644701
HAFC,Hanmi Financial Corp.,NASD,Financial,Banks,57.9,sml,23.769,36812
HAPP,Happiness Biotech Group Ltd.,NASD,Health Care,Biotechnology,,,4.588,8954
HAYN,Haynes International Inc.,NASD,Materials,Nonferrous Metals,89.5,sml,54.890,76797
HBCP,"Home Bancorp, Inc.",NASD,Financial,Banks,63.5,sml,39.372,2647
HBNC,Horizon Bancorp Inc.,NASD,Financial,Banks,38.4,sml,15.330,104029
HBT,HBT Financial Inc.,NASD,Financial,Banks,89.0,sml,22.780,21201
HCAT,Health Catalyst Inc.,NASD,Technology,Computer Services,77.2,sml,13.910,667942
HCI,"HCI Group, Inc.",NYSE,Financial,Property-Casualty Insurance,84.0,sml,52.725,149055
HCKT,"Hackett Group, Inc.",NASD,Technology,Computer Services,32.6,sml,18.470,195706
HDSN,"Hudson Technologies, Inc.",NASD,Industrial,Business Support Services,80.9,sml,10.175,181418
HFRO,Highland Income Fund,NYSE,,,34.6,sml,9.600,169673
HGTY,Hagerty Inc.,NYSE,Financial,Property-Casualty Insurance,33.5,sml,8.950,71957
HIFS,Hingham Institution for Savings,NASD,Financial,Banks,56.4,sml,285.520,10947
HIO,Western Asset High Income Opportunity Fund Inc.,NYSE,,,69.5,sml,4.020,235003
HIX,Western Asset High Income Fund II Inc.,NYSE,,,71.4,sml,5.380,115515
HLTH,Cue Health Inc.,NASD,Health Care,Medical Supplies,17.6,sml,2.255,87278
HLVX,HilleVax Inc.,NASD,Health Care,Pharmaceuticals,,,17.220,16024
HMST,"HomeStreet, Inc.",NASD,Financial,Banks,28.8,sml,25.470,31643
HONE,"HarborOne Bancorp, Inc.",NASD,Financial,Banks,58.7,sml,13.680,74913
HOUS,Anywhere Real Estate Inc.,NYSE,Real Estate,Real Estate Services,11.9,sml,5.850,2072451
HOV,"Hovnanian Enterprises, Inc.",NYSE,Consumer Discretionary,Home Construction,96.7,sml,69.720,118676
HPF,John Hancock Preferred Income Fund,NYSE,,,64.9,sml,17.020,35845
HPI,John Hancock Preferred Income Fund,NYSE,,,65.3,sml,17.077,67714
HPS,John Hancock Preferred Income Fund III,NYSE,,,60.5,sml,15.150,67707
HPX,HPX Corp,AMEX,,,54.9,sml,9.820,13527
HQI,HireQuest Inc.,NASD,Consumer Discretionary,Business Training Agencies,95.4,sml,22.570,5958
HQL,H&Q Life Sciences Invs,NYSE,,,52.8,sml,13.900,69412
HROW,Harrow Health Inc.,NASD,Health Care,Pharmaceuticals,98.2,sml,17.545,174002
HRZN,Horizon Technology Finance Corp.,NASD,Financial,Asset Managers,70.5,sml,12.440,161232
HSC,Harsco Corp.,NYSE,Industrial,Diversified Industrials,91.2,sml,8.465,426152
HSII,"Heidrick & Struggles Intl, Inc.",NASD,Consumer Discretionary,Business Training Agencies,87.9,sml,34.135,175928
HSTM,"HealthStream, Inc.",NASD,Health Care,Health Care Providers,81.5,sml,25.580,86909
HT,Hersha Hospitality Trust,NYSE,Real Estate,Hotel & Lodging REITs,41.2,sml,8.460,192445
HTBI,"HomeTrust Bancshares, Inc.",NASD,Financial,Banks,89.5,sml,29.510,91780
HTBK,Heritage Commerce Corp.,NASD,Financial,Banks,67.5,sml,12.130,154206
HUMA,"Humacyte, Inc.",NASD,,,37.5,sml,3.090,140498
HUT,Hut 8 Mining Corp.,NASD,,,25.4,sml,1.645,9691597
HUYA,HUYA Inc.,NYSE,Technology,Software,72.3,sml,4.335,534767
HVT,"Haverty Furniture Cos., Inc.",NYSE,Consumer Discretionary,Home Improvement Retailers,93.4,sml,38.110,60957
HY,Hyster-Yale Materials Handling Inc.,NYSE,Industrial,Commercial Vehicles,94.1,sml,38.670,177959
HYLN,Hyliion Holdings Corp.,NYSE,Industrial,Industrial Suppliers,26.7,sml,2.820,1257976
HYZN,Hyzon Motors Inc.,NASD,,,10.2,sml,1.295,991792
HZO,"Marinemax, Inc.",NYSE,Consumer Discretionary,Specialty Retailers,52.0,sml,33.830,351291
HZON,Horizon Acquisition Corp.,AMEX,,,64.2,sml,10.110,7966
IAUX,i-80 Gold Corp.,AMEX,,,58.9,sml,2.300,1035388
IBCP,Independent Bank Corp.,NASD,Financial,Banks,75.4,sml,22.310,30750
IBEX,IBEX Ltd.,NASD,Industrial,Business Support Services,94.8,sml,27.735,120071
ICVX,Icosavax Inc.,NASD,Health Care,Pharmaceuticals,85.7,sml,8.335,34769
IDRV,iShares Self-Driving EV and Tech ETF,AMEX,,,,,39.000,51225
IDT,IDT Corp.,NYSE,Communication Services,Fixed Telecommunications,79.9,sml,30.360,51926
IFN,"India Fund, Inc.",NYSE,,,53.3,sml,15.110,49577
IGD,ING Global Equity Dividend and Premium Opportunity Fund,NYSE,,,63.7,sml,5.375,284059
IGIC,International General Insurance Holdings Ltd.,NASD,Financial,Reinsurance,70.4,sml,8.180,10724
IGR,ING Clarion Global Real Estate Income Fund,NYSE,,,45.9,sml,6.375,1716973
IIIN,"Insteel Industries, Inc.",NYSE,Industrial,Building Materials,73.6,sml,29.845,30603
IIIV,"I3 Verticals, Inc.",NASD,Technology,Software,51.2,sml,24.610,44058
IIM,Invesco Value Municipal Income Trust,NYSE,,,48.3,sml,12.170,100052
IMAB,I-Mab,NASD,Health Care,Biotechnology,14.1,sml,4.310,140725
IMTX,Immatics N.V.,NASD,Health Care,Biotechnology,32.5,sml,8.520,124105
INDT,"INDUS Realty Trust, Inc.",NASD,Industrial,Business Support Services,79.3,sml,66.545,92057
INGN,"Inogen, Inc.",NASD,Health Care,Medical Equipment,10.1,sml,15.665,223449
INN,Summit Hotel Properties Inc.,NYSE,Real Estate,Hotel & Lodging REITs,38.5,sml,7.405,694955
INO,"Inovio Pharmaceuticals, Inc.",NASD,Health Care,Biotechnology,10.5,sml,1.245,1646083
INSE,"Inspired Entertainment, Inc.",NASD,Consumer Discretionary,Gambling,93.9,sml,15.765,55342
INVZ,Innoviz Technologies Ltd.,NASD,Technology,Software,57.9,sml,4.765,1215989
IPI,"Intrepid Potash, Inc.",NYSE,Materials,Nonferrous Metals,24.8,sml,31.690,124429
IQI,Invesco Quality Municipal Income Trust,NYSE,,,46.4,sml,9.490,62183
IRMD,iRadimed Corp.,NASD,Health Care,Medical Equipment,86.8,sml,38.330,28343
IRS,IRSA Inversiones y Representaciones SA,NYSE,Real Estate,Real Estate Development,96.4,sml,6.690,46674
ISD,"PGIM Short Duration High Yield Fund, Inc.",NYSE,,,64.5,sml,12.577,72273
ITIC,Investors Title Co.,NASD,Financial,Mortgage Finance,75.7,sml,161.500,121
ITOS,ITeos Therapeutics Inc.,NASD,Health Care,Pharmaceuticals,28.9,sml,17.885,125415
ITRN,Ituran Location and Control Ltd.,NASD,Technology,Telecom Equipment,46.4,sml,22.385,15377
IVR,Invesco Mortgage Capital Inc.,NYSE,Real Estate,Mortgage REITs,34.0,sml,12.560,497560
JANX,Janux Therapeutics Inc.,NASD,Health Care,Biotechnology,87.1,sml,16.750,40749
JFR,Nuveen Floating Rate Income Fund,NYSE,,,68.1,sml,8.500,139937
JFU,9F Inc.,NASD,Technology,Software,,,2.250,80778
JMIA,Jumia Technologies AG SPON ADS Each Rep 2 ORD SHS,NYSE,Communication Services,Internet,11.7,sml,3.400,681326
JOUT,"Johnson Outdoors, Inc.",NASD,Consumer Discretionary,Recreational Products,60.5,sml,64.760,32969
JPC,Nuveen Multi-Strategy Income and Growth Fund,NYSE,,,53.1,sml,7.440,158863
JPI,Nuveen Preferred and Income Term Fund,NYSE,,,62.1,sml,19.518,21044
JQC,Nuveen Multi-Strategy Income and Growth Fund 2,NYSE,,,70.9,sml,5.350,229766
JRI,Nuveen Real Asset Income and Growth Fund,NYSE,,,49.7,sml,12.110,49097
JRO,Nuveen Floating Rate Income Opportunity Fund,NYSE,,,67.7,sml,8.375,77415
KAL,Kalera Public Limited Company,NASD,Consumer Staples,Food Products,,,4.750,260850
KAMN,Kaman Corp.,NYSE,Industrial,Industrial Suppliers,46.6,sml,26.050,97273
KARO,Karooooo Ltd.,NASD,Technology,Software,61.6,sml,25.400,12052
KE,"Kimball Electronics, Inc.",NASD,Technology,Electronic Equipment,83.2,sml,25.250,57002
KELYA,"Kelly Services, Inc.",NASD,Consumer Discretionary,Business Training Agencies,53.9,sml,16.790,83841
KIND,"Nextdoor Holdings, Inc.",NYSE,Communication Services,Internet,20.2,sml,2.090,918483
KMF,Kayne Anderson Midstream / Energy Fund Inc,NYSE,,,44.0,sml,7.410,85375
KOD,Kodiak Sciences Inc.,NASD,Health Care,Biotechnology,12.0,sml,6.545,241589
KOP,Koppers Holdings Inc.,NYSE,Materials,Specialty Chemicals,94.1,sml,36.100,57864
KPTI,Karyopharm Therapeutics Inc.,NASD,Health Care,Biotechnology,17.6,sml,3.025,832760
KRNY,Kearny Financial Corp.,NASD,Financial,Banks,54.2,sml,10.115,65857
KRT,Karat Packaging Inc.,NASD,Materials,Containers & Packaging,47.1,sml,15.600,4674
KRUS,Kura Sushi USA Inc.,NASD,Consumer Discretionary,Restaurants & Bars,43.5,sml,62.140,103713
KTF,Deutsche Municipal Income Trust,NYSE,,,45.9,sml,8.590,42641
KTRA,"Kintara Therapeutics, Inc.",NASD,Health Care,Pharmaceuticals,,,4.990,2928
KVSA,Khosla Ventures Acquisition Co.,NASD,,,69.0,sml,10.115,8161
KVSC,Khosla Ventures Acquisition Co,NASD,,,68.0,sml,10.085,264
KZR,"Kezar Life Sciences, Inc.",NASD,Health Care,Biotechnology,22.7,sml,6.250,163668
LAND,Gladstone Land Corp.,NASD,Real Estate,Real Estate Development,28.9,sml,17.675,130121
LASR,"Nlight, Inc.",NASD,Technology,Semiconductors,37.5,sml,11.380,169076
LAW,CS Disco Inc.,NYSE,Technology,Software,10.9,sml,6.990,547652
LBC,Luther Burbank Corp.,NASD,Financial,Banks,55.6,sml,11.760,12914
LDI,LoanDepot Inc.,NYSE,Financial,Mortgage Finance,65.3,sml,2.085,213820
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",NYSE,,,63.6,sml,20.120,64424
LEGH,Legacy Housing Corp.,NASD,Consumer Discretionary,Home Construction,83.5,sml,20.170,52317
LEO,"BNY Mellon Strategic Municipals, Inc.",NYSE,,,47.4,sml,6.186,81639
LEU,Centrus Energy Corp.,AMEX,Materials,Nonferrous Metals,75.0,sml,44.975,162455
LEV,The Lion Electric Company,NYSE,Consumer Discretionary,Automobiles,15.1,sml,2.250,188227
LGO,Largo Inc.,NASD,Materials,General Mining,55.5,sml,6.465,35680
LILM,Lilium N.V.,NASD,Industrial,Aerospace,8.1,sml,1.010,647979
LIND,Lindblad Expeditions Holdings Inc.,NASD,Consumer Discretionary,Recreational Services,33.7,sml,8.750,1026529
LLAP,Terran Orbital Corporation,NYSE,,,41.6,sml,2.645,12073503
LMDX,LumiraDx Ltd.,NASD,Health Care,Health Care Providers,25.8,sml,1.130,68767
LND,Brasilagro Companhia Brasileira de Propriedades Agricolas,NYSE,Consumer Staples,Food Products,42.5,sml,5.020,39441
LOCO,"El Pollo Loco Holdings, Inc.",NASD,Consumer Discretionary,Restaurants & Bars,91.1,sml,12.000,53980
LOVE,The Lovesac Company,NASD,Consumer Discretionary,Furnishings,61.2,sml,28.990,215578
LPSN,"LivePerson, Inc.",NASD,Technology,Software,20.7,sml,9.945,3255944
LPTV,Loop Media Inc.,AMEX,Communication Services,Entertainment,,,5.780,55470
LQDA,Liquidia Technologies Inc.,NASD,Health Care,Pharmaceuticals,87.4,sml,7.590,151464
LQDT,Liquidity Services Inc.,NASD,Consumer Discretionary,Broadline Retailers,24.7,sml,12.640,114441
LUNA,Luna Innovations Inc.,NASD,Technology,Electronic Equipment,97.0,sml,10.090,223894
LUNG,Pulmonx Corp.,NASD,Health Care,Medical Equipment,41.1,sml,11.420,440361
LWLG,"Lightwave Logic, Inc.",NASD,Technology,Electrical Components,25.3,sml,5.905,330649
LX,LexinFintech Holdings Ltd.,NASD,Financial,Consumer Finance,81.3,sml,2.730,217471
LXFR,Luxfer Holdings plc,NYSE,Industrial,Diversified Industrials,75.3,sml,16.690,26618
LXRX,"Lexicon Pharmaceuticals, Inc.",NASD,Health Care,Biotechnology,36.4,sml,2.195,132248
LYEL,Lyell Immunopharma Inc.,NASD,Health Care,Biotechnology,5.2,sml,2.195,516292
LYTS,"LSI Industries, Inc.",NASD,Technology,Electrical Components,96.6,sml,14.570,301286
MAX,MediaAlpha Inc.,NYSE,Communication Services,Internet,96.6,sml,15.340,286968
MAXN,Maxeon Solar Technologies Ltd.,NASD,Technology,Renewable Energy Equipment,36.1,sml,17.420,250308
MBAC,M3 Brigade Acquisition Corp,NYSE,,,68.3,sml,10.140,84320
MBI,MBIA Inc.,NYSE,Financial,Property-Casualty Insurance,83.6,sml,13.760,192264
MBWM,Mercantile Bank Corp.,NASD,Financial,Banks,71.5,sml,34.695,14423
MCB,Metropolitan Bank Holding Corp.,NYSE,Financial,Banks,29.8,sml,55.770,46402
MCBC,Macatawa Bank Corp.,NASD,Financial,Banks,81.0,sml,10.930,13548
MCBS,MetroCity Bankshares Inc,NASD,Financial,Banks,63.1,sml,20.400,9633
MCFT,"MCBC Holdings, Inc.",NASD,Consumer Discretionary,Recreational Products,93.6,sml,33.875,70633
MCRB,"Seres Therapeutics, Inc.",NASD,Health Care,Biotechnology,38.2,sml,5.065,320101
MCS,Marcus Corp.,NYSE,Consumer Discretionary,Recreational Services,73.6,sml,16.210,114495
MDWD,MediWound Ltd.,NASD,Health Care,Biotechnology,54.9,sml,12.980,28425
MDXG,"MiMedx Group, Inc.",NASD,Health Care,Medical Equipment,92.7,sml,4.795,210988
MEC,"Mayville Engineering Co., Inc.",NYSE,Industrial,Commercial Vehicles,98.5,sml,16.400,30872
MEKA,MELI Kaszek Pioneer Corp.,NASD,,,65.0,sml,10.189,201770
MERC,"Mercer Intl, Inc.",NASD,Materials,Paper,24.6,sml,10.790,447646
MESO,Mesoblast Ltd.,NASD,Health Care,Biotechnology,76.4,sml,3.350,56315
METC,"Ramaco Resources, Inc.",NASD,Energy,Coal,51.5,sml,10.060,202873
MGIC,Magic Software Enterprises Ltd.,NASD,Technology,Software,26.4,sml,13.750,29067
MGNX,MacroGenics Inc.,NASD,Health Care,Biotechnology,89.5,sml,6.110,209365
MGTX,MeiraGTx Holdings plc,NASD,Health Care,Biotechnology,38.5,sml,7.595,77262
MHD,"Blackrock MuniHoldings Fund, Inc.",NYSE,,,44.2,sml,11.640,54867
MHN,"BlackRock MuniHoldings New York Quality Fund, Inc.",NYSE,,,47.7,sml,10.250,56243
MIN,MFS Intermediate Income Fund,NYSE,,,58.8,sml,2.810,172338
MITK,"Mitek Systems, Inc.",NASD,Technology,Software,37.5,sml,9.300,145650
MIY,"BlackRock MuniYield Michigan Quality Fund, Inc.",NYSE,,,39.1,sml,11.220,24978
MLR,Miller Industries Inc Tn,NYSE,Industrial,Commercial Vehicles,79.3,sml,27.940,7522
